comment,cleaned_comment
"Hey Mr Anderson
Im Tessa and Im a gr11 biology student. Previously you have demonstrated in one of your videos the four main plant types. For example the Angiosperms. If you have time could you maybe go into detail on that? It would really help alot!",hey mr anderson im tessa im gr biology student previously demonstrated one video four main plant type example angiosperm time could maybe go detail would really help alot
Thanks! We just had this in class and I didn't get it but this really helped! :D,thanks class didnt get really helped
"Mr Anderson never fails to explain things thouroughly! Just remember this was discovered in e coli, a genome we know better than our own. Just imagine what natural selection/biodiversity has already made out there for us to use in the future.",mr anderson never fails explain thing thouroughly remember discovered e coli genome know better imagine natural selectionbiodiversity already made u use future
"Do you have videos on cell signaling? Signal transduction pathways, Camp, adenyl cyclase, pip2, etc.... I am reallt confused on that.",video cell signaling signal transduction pathway camp adenyl cyclase pip etc reallt confused
Bozeman thank you for making a video about CRISPR I love genetic engineering and its nice to finally see videos about the most talked about tool in its arsenal. IF you want to make more videos i'm fine with that lol,bozeman thank making video crispr love genetic engineering nice finally see video talked tool arsenal want make video im fine lol
I could've used this 2 months when I did a AP Biology project on CRISPR. Lololol. All the other videos were trash.,couldve used month ap biology project crispr lololol video trash
"Amazing video, keep doing this. Like it. Greetings form Novi Pazar, Srbija.",amazing video keep like greeting form novi pazar srbija
cool that you also made a video about CRISPR :D I've been working with it for two years now :),cool also made video crispr ive working two year
"Your ego denies you insight, vaccines contain a plethora of toxic substances. Stop believing the mainstream bullshit. The cure for cancer is being suppressed not researched hahahaha!!!! No profit in cure..",ego denies insight vaccine contain plethora toxic substance stop believing mainstream bullshit cure cancer suppressed researched hahahaha profit cure
great video! very helpful and informative,great video helpful informative
