cleaned_comment,sentiment_score,sentiment
alien civ power build dyson sphere stand reason able track multiple dyson sphere either galactic region based similar star type thats id looking anyhow rule dyson sphere hypothesis although youve harvested one star much energy could possibly need youd harvest multiple star youd think theyd discover efficient mean energy production point maybe evolutionary course built dyson sphere around one ultimately abandoned progressed beyond need someone smarter solve dont suggest cracked theory,0.7783,positive
found star hunter name hungarian isnt intresting,0.0,neutral
likely natural explanation seems twin jupiter hypothesis protostar gigantic low density moon least size saturn would give huge assymmetrical signal would also make star wobble quite lot mmm ok ill look stuff there little information talk bait ill take,-0.1119,negative
universe huge time eater,0.3182,positive
hat amateur astronomer work computer cant thats real story,0.0,neutral
love named paper wtf xd,0.6369,positive
refueling sun,0.0,neutral
think life universe earthling would alien way local believe anyone else move city migrant anyone moving nation alien alien rest universe discovered alien drone kill million people problem solved alien life universe,-0.743,negative
mysterious star sun question hand study life earth right life earth yes life universe yes right sun important worshipped pharaoh believed earth flat center universe sun circle earth put creator god hebrew copied egyptian christian copied hebrew muslim copied hebrew christian earth centered cosmology special creator god put u center universe sadly egyptian hebrew christian muslim got dead wrong earth center special insignificant like flea mosquito still star fueled life earth fueled rise life make star sun mysterious,0.891,positive
need data absolute convincive theory practical prof expeculations,0.0,neutral
tabetha booya,0.0,neutral
god playing dice working mysterious biggie,0.4404,positive
actual start dropping brightness something blocking glow material there material orbiting,0.0,neutral
maybe seeing interaction matter dimensional space skewed angle resulting asymmetry may simply observation point cosmos connected th dimension,0.0258,neutral
supergiant planet huge natural satellite moon close enough orbit planet blocking star pear shaped side side way disturb graph irregular asymmetrical way transit binary star system brown dwarf planet orbiting active star noticeable pull,0.296,positive
comet sound bit contrived alien however,0.0,neutral
sun spot likely answer,0.0,neutral
min get full na,0.0,neutral
guy light year away seeing today happened many year ago whats happening right observed relativity playing like wild kid intuition,0.5106,positive
stupid thing said end western dont much facility hahaha,-0.7449,negative
doesnt matter believe told believe,-0.0191,neutral
science simple law physic know law basic starting point take facks know nothing point still learning sed iif civilization could build disowns sphere could actually designee one long civilization would found way use maybe even energy would waste know nothing law say sea happen idea compared vastness knowledge witch know nothing aboutand since new science easily corrupted scientist probably wrong aspect right,-0.5994,negative
